t,r,quantum_C_model,quantum_E_model,quantum_F_model,quantum_score_model,classical_upper_robust,positive_expected_gap,coherent_nominal_mean,coherent_nulling_C_model,coherent_nulling_E_model,coherent_nulling_score_model,photon_score_upper_robust,reverse_expected_gap
0.7,1.0,0.6249770081043461,0.0005751163434846163,0.3744478755521693,0.622101426386923,0.5356220113030796,0.08647941508384338,0.972,0.46480665078631034,0.00045629604384278544,0.4625251705670964,0.7360000000000007,-0.27347482943290424
0.7,0.8,0.5900571943715005,0.000707285185389428,0.40923552044311007,0.5865207684445534,0.5356220113030796,0.05089875714147374,0.972,0.4475335591114193,0.00045840203188346473,0.44524154895200196,0.6959449027449848,-0.2507033537929828
0.7,0.5,0.5175514273634965,0.002039306426506182,0.48040926620999735,0.5073548952309656,0.5356220113030796,-0.028267116072114074,0.972,0.4252808098662797,0.0004898101442822878,0.42283175914486826,0.6068652859227512,-0.18403352677788298
0.7,0.2,0.3894223764405912,0.007457114577672175,0.6031205089817366,0.3521368035522303,0.5356220113030796,-0.1834852077508493,0.972,0.4241069311699987,0.0005181142134190186,0.4215163601029036,0.4323332652783426,-0.010816905175438984
0.7,0.05,0.23456355850032728,0.013904670317953172,0.7515317711817195,0.16504020691056143,0.5356220113030796,-0.3705818043925182,0.99,0.42909090618413004,0.0005207427321867186,0.42648719252319645,0.22202249792047776,0.20446469460271868
